adverse_event,report_count
IMPLANT SITE THROMBOSIS,2
ACUTE NECROTISING MYELITIS,2
ACUTE MYELOID LEUKAEMIA (IN REMISSION),2
PROCOAGULANT THERAPY,2
KAPOSI^S SARCOMA CLASSICAL TYPE,2
KAPOSIFORM HAEMANGIOENDOTHELIOMA,2
PROCEDURAL SHOCK,2
VULVOVAGINAL HUMAN PAPILLOMA VIRUS INFECTION,2
GLUTAMATE DEHYDROGENASE LEVEL ABNORMAL,2
OCCUPATIONAL EXPOSURE TO AIR CONTAMINANTS,2
GLOBAL LONGITUDINAL STRAIN,2
NIPPLE BLISTER,2
VAGINAL WALL CONGESTION,2
VASCULAR ACCESS SITE WARMTH,2
GASTROINTESTINAL ANASTOMOTIC HAEMORRHAGE,2
NIKOLSKY^S SIGN TEST,2
NIH STROKE SCALE SCORE INCREASED,2
ANTI-MUELLERIAN HORMONE LEVEL DECREASED,2
REGENERATIVE SIDEROTIC HEPATIC NODULE,2
GIANT PAPILLARY CONJUNCTIVITIS,2
ANORECTAL SENSORY LOSS,2
GAMMA RADIATION THERAPY,2
RED BLOOD CELL SPHEROCYTES PRESENT,2
GAUCHER^S DISEASE TYPE II,2
OSTEOPHYTE FRACTURE,2
GLOMUS TUMOUR,2
AORTIC VALVE PROLAPSE,2
FREE FATTY ACIDS INCREASED,2
GASTROINTESTINAL DECOMPRESSION,2
ANTI-MELANOMA DIFFERENTIATION-ASSOCIATED PROTEIN 5 ANTIBODY POSITIVE,2
LOSS OF ANATOMICAL ALIGNMENT AFTER FRACTURE REDUCTION,2
RADIOTHERAPY TO LUNG,2
LUNG SQUAMOUS CELL CARCINOMA RECURRENT,2
ANTICOAGULATION DRUG LEVEL ABNORMAL,2
PITUITARY AMENORRHOEA,2
RED BLOOD CELL SCHISTOCYTES,2
GIANT CELL EPULIS,2
ANONYCHIA,2
VASCULAR HEADACHE,2
GLUCOCORTICOIDS ABNORMAL,2
ANORECTAL CELLULITIS,2
VAGINAL PROLAPSE REPAIR,2
RADIATION FIBROSIS - LUNG,2
VACCINE VIRUS SHEDDING,2
NODAL MARGINAL ZONE B-CELL LYMPHOMA,2
NEUTROPHIL FUNCTION DISORDER,2
GLOTTIS CARCINOMA,2
GALLBLADDER VOLVULUS,2
RADIATION INDUCED ENCEPHALOPATHY,2
ANTI FACTOR V ANTIBODY POSITIVE,2
ANTI-INFECTIVE THERAPY,2
AORTIC STENT INSERTION,2
ANORECTAL HERPES,2
GASTROENTEROSTOMY,2
RED BLOOD CELL TARGET CELLS PRESENT,2
FREE PROSTATE-SPECIFIC ANTIGEN INCREASED,2
PIGMENTARY GLAUCOMA,2
GAMMA-GLUTAMYLTRANSFERASE,2
FRUCTOSAMINE INCREASED,2
RADICAL MASTECTOMY,2
NEUTROPHIL HYPERSEGMENTED MORPHOLOGY PRESENT,2
VASCULAR ACCESS SITE RASH,2
RADIOEMBOLISATION,2
GASTROOESOPHAGEAL REFLUX IN NEONATE,2
RENAL CYST ASPIRATION,2
GASTROINTESTINAL PROTOZOAL INFECTION,2
ANTIPSYCHOTIC THERAPY,2
REDUCED PARASYMPATHETIC ACTIVITY,2
RADICULITIS BRACHIAL,2
GASTROINTESTINAL SUBMUCOSAL TUMOUR,2
FUNCTIONAL RESIDUAL CAPACITY ABNORMAL,2
NON-SMALL CELL LUNG CANCER STAGE I,2
REFLUX NEPHROPATHY,2
GASTROINTESTINAL WALL ABNORMAL,2
ANTI-INSULIN ANTIBODY POSITIVE,2
RENAL CELL CARCINOMA STAGE IV,2
OVARIAN ATROPHY,2
RADICAL HYSTERECTOMY,2
GINGIVAL HYPERPIGMENTATION,2
GASTROPARESIS POSTOPERATIVE,2
FREE THYROXINE INDEX ABNORMAL,2
VASCULAR RINGS AND SLINGS,2
RECTAL CANCER STAGE II,2
GINGIVAL CANCER,2
RADIOLOGICALLY ISOLATED SYNDROME,2
GLOBOTRIAOSYLSPHINGOSINE,2
RENAL FUNCTION TEST,2
GASTRIC CANCER STAGE III,2
GASTRIC CANCER STAGE II,2
OVARIAN ADENOMA,2
GASTRIC ATONY,2
VAGINOPLASTY,2
LIPOSARCOMA RECURRENT,2
RENAL CANCER STAGE I,2
NON-HODGKIN^S LYMPHOMA UNSPECIFIED HISTOLOGY AGGRESSIVE,2
OSTEOPLASTY,2
RADIATION THROMBOCYTOPENIA,2
VAGINAL CANCER STAGE 0,2
GASTRIC BANDING REVERSAL,2
NIPPLE EXUDATE BLOODY,2
FUNGAL ABDOMINAL INFECTION,2
GENITAL CANCER MALE,2
GENITO-PELVIC PAIN/PENETRATION DISORDER,2
VARICOSE VEINS VULVAL,2
NON-HODGKIN^S LYMPHOMA STAGE II,2
VASA PRAEVIA,2
ANISOMASTIA,2
RADIAL PULSE DECREASED,2
NON-HODGKIN^S LYMPHOMA METASTATIC,2
PHOTOTHERAPY,2
FOLLICULAR ECZEMA,2
VASCULAR ACCESS SITE ABSCESS,2
LUPUS ANTICOAGULANT HYPOPROTHROMBINAEMIA SYNDROME,2
GENOTOXICITY,2
LUPUS PNEUMONITIS,2
REACTION TO FLAVOURING,2
GLUCOSE-6-PHOSPHATE DEHYDROGENASE ABNORMAL,2
PLACENTAL CHORIOANGIOMA,2
GASTRIC OCCULT BLOOD POSITIVE,2
GASTRIN-RELEASING PEPTIDE PRECURSOR INCREASED,2
GESTATIONAL ALLOIMMUNE LIVER DISEASE,2
ANTI-SRP ANTIBODY POSITIVE,2
VACCINATION SITE PRURITUS,2
LIPOLYSIS PROCEDURE,2
VACCINATION SITE RASH,2
FOOD PROTEIN-INDUCED ENTEROCOLITIS SYNDROME,2
RENAL ONCOCYTOMA,2
VASCULAR ACCESS SITE COLDNESS,2
RED BLOOD CELL BURR CELLS PRESENT,2
RENAL AND PANCREAS TRANSPLANT,2
ANTI-POLYETHYLENE GLYCOL ANTIBODY PRESENT,2
GLUCOSE TOLERANCE IMPAIRED IN PREGNANCY,2
GASTRIC STENT INSERTION,2
VARICOSE VEINS VAGINAL,2
FONTAN PROCEDURE,2
GASTRIC PROLAPSE,2
ANTIBIOTIC LEVEL BELOW THERAPEUTIC,2
RENAL ARTERY DISSECTION,2
GASTRIC TUBE RECONSTRUCTION,2
OTOPALATODIGITAL SPECTRUM DISORDER,2
PITTED KERATOLYSIS,2
PHOTOREFRACTIVE KERATECTOMY,2
RED BLOOD CELL HYPOCHROMIC MORPHOLOGY PRESENT,2
ANNULAR PANCREAS,2
NODULAR LYMPHOCYTE PREDOMINANT HODGKIN LYMPHOMA,2
RECTOURETHRAL FISTULA,2
PINEAL NEOPLASM,2
GENITALS ENLARGED,2
ANTI-NEURONAL ANTIBODY,2
LYMPH NODE ULCER,2
FOVEAL DEGENERATION,2
RAOULTELLA TEST POSITIVE,2
RADIATION ALOPECIA,2
LUNG SQUAMOUS CELL CARCINOMA STAGE III,2
GENITALIA EXTERNAL AMBIGUOUS,2
GALLBLADDER CANCER STAGE IV,2
OVARIAN CANCER STAGE II,2
GENITAL LABIAL OPERATION,2
VAGINAL PESSARY INSERTION,2
GALLBLADDER ADHESION,2
GALACTOSE INTOLERANCE,2
ANTIBIOTIC PROPHYLAXIS,2
RENAL ARTERITIS,2
PHOTOSENSITIVE SEIZURE,2
ANTI FACTOR XA ACTIVITY DECREASED,2
GESTATIONAL TROPHOBLASTIC TUMOUR,2
LUNG SQUAMOUS CELL CARCINOMA STAGE IV,2
ACUTE HAEMORRHAGIC LEUKOENCEPHALITIS,1
ARTERIOVENOUS GRAFT THROMBOSIS,1
VAGINECTOMY,1
BONE RESORPTION TEST ABNORMAL,1
OLFACTORY NERVE DISORDER,1
ANTIPHOSPHOLIPID ANTIBODIES NEGATIVE,1
BONE MARROW HARVEST,1
TONGUE NEOPLASM BENIGN,1
MYELODYSPLASTIC SYNDROME WITH RINGED SIDEROBLASTS,1
ARTERIAL RECANALISATION PROCEDURE,1
BONE PROSTHESIS INSERTION,1
OVARIAN BACTERIAL INFECTION,1
BONE MARROW EOSINOPHILIC LEUKOCYTE COUNT INCREASED,1
ACUTE MEGAKARYOCYTIC LEUKAEMIA,1
AORTIC BRUIT,1
ACUTE HAEMOLYTIC TRANSFUSION REACTION,1
ACUTE HAEMORRHAGIC OEDEMA OF INFANCY,1
TOOTH FUSION,1
ACQUIRED PROTEIN S DEFICIENCY,1
BONE MARROW POLYMORPHONUCLEAR LEUKOCYTE COUNT INCREASED,1
BRAIN STEM THROMBOSIS,1
ARTERIOVENOUS GRAFT SITE INFECTION,1
AORTIC ARCH REPLACEMENT,1
ARTERIOVENOUS GRAFT,1
BRACHIOCEPHALIC VEIN STENOSIS,1
BRAIN NATRIURETIC PEPTIDE,1
PARAMNESIA,1
OVARIAN NEOPLASM SURGERY,1
BRACHIOCEPHALIC ARTERIOSCLEROSIS,1
ACTH-PRODUCING PITUITARY TUMOUR,1
MYOCARDIAL NECROSIS MARKER,1
WATERHOUSE-FRIDERICHSEN SYNDROME,1
UTERINE CERVIX LYMPHOMA,1
TONGUE TIE OPERATION,1
BONE GRAFT LYSIS,1
OLIGOASTHENOTERATOZOOSPERMIA,1
UTERINE CERVIX HYPERPLASIA,1
MYOCARDIAL HYPOXIA,1
ANTITHROMBIN III ABNORMAL,1
NICOTINAMIDE INCREASED,1
ARTERIOGRAM ABNORMAL,1
BRACHYTHERAPY TO UTERUS,1
UTERINE CERVIX ULCER,1
AORTIC ANNULUS RUPTURE,1
ACTH STIMULATION TEST ABNORMAL,1
ACROPHOBIA,1
ACROKERATOSIS PARANEOPLASTICA,1
BOWENOID PAPULOSIS,1
ARTERIOVENOUS FISTULA MATURATION FAILURE,1
ARTERIAL RESTENOSIS,1
VULVOVAGINITIS STAPHYLOCOCCAL,1
MYELOID LEUKAEMIA IN REMISSION,1
ACUTE FLACCID MYELITIS,1
ARTERIOVENOUS FISTULA SITE PSEUDOANEURYSM,1
BONE SCAN,1
OLFACTORY TEST,1
ACRAL PEELING SKIN SYNDROME,1
BORDERLINE MUCINOUS TUMOUR OF OVARY,1
TONSILLAR ATROPHY,1
TONGUE POLYP,1
VULVOVAGINITIS ALLERGIC,1
OVARIAN PROLAPSE,1
ACTINOMYCOTIC ABDOMINAL INFECTION,1
ACTIVATED PARTIAL THROMBOPLASTIN TIME RATIO DECREASED,1
WEIGHT,1
WAGNER^S DISEASE,1
TOOTH ABSCESS DRAINAGE,1
ACTIVATED PARTIAL THROMBOPLASTIN TIME,1
WEBER TUNING FORK TEST ABNORMAL,1
ORBIT ATROPHY,1
BOTRYOMYCOSIS,1
BRAIN SARCOMA,1
ACTINOMYCOTIC SKIN INFECTION,1
BRACHIOCEPHALIC VEIN OCCLUSION,1
VASOLIGATION,1
BONE FISTULA,1
ADIPONECTIN INCREASED,1
VOCAL FOLD IMMOBILITY,1
PARACENTESIS EYE ABNORMAL,1
UROBILINOGEN URINE DECREASED,1
OESOPHAGEAL ULCER PERFORATION,1
TRACHEAL DILATATION,1
BLOOD PRESSURE DIASTOLIC NORMAL,1
ORGAN DONOR,1
MYRINGOSCLEROSIS,1
UROCELE,1
ARTIFICIAL URINARY SPHINCTER REMOVAL,1
VOLUME BLOOD INCREASED,1
TRACHEAL ABSCESS,1
ANTICACHECTIC THERAPY,1
ADENOSQUAMOUS CELL LUNG CANCER STAGE IV,1
ANTICOAGULATION DRUG LEVEL,1
ADENOSQUAMOUS CELL LUNG CANCER STAGE III,1
PARADOXICAL OSTEOBLASTIC FLARE,1
PARADOXICAL PAIN,1
TOXOCARIASIS,1
BLOOD PYRUVIC ACID INCREASED,1
ANTICONVULSANT DRUG LEVEL ABNORMAL,1
BLOOD SELENIUM,1
MYOPIC CHORIORETINAL DEGENERATION,1
ADENOSQUAMOUS CELL CARCINOMA,1
BLOOD SELENIUM INCREASED,1
BLOOD SMEAR TEST ABNORMAL,1
OREXIN DEFICIENCY,1
VON HIPPEL-LINDAU DISEASE,1
ADENOSIS SCLEROSING,1
ANTIBIOTIC LEVEL THERAPEUTIC,1
BLOOD PHOSPHORUS,1
VARIANT CREUTZFELDT-JAKOB DISEASE,1
VOCAL CORD SCARRING,1
ADMINISTRATION SITE ECZEMA,1
ASPIRATION BURSA,1
BLOOD IMMUNOGLOBULIN G,1
TRACHEOSCOPY ABNORMAL,1
BLOOD IMMUNOGLOBULIN M,1
OVERGROWTH SYNDROME,1
VOCAL CORD FIXATION,1
ASPHYXIATING THORACIC DYSTROPHY,1
URINE SODIUM ABNORMAL,1
N-RAS GENE MUTATION,1
TRACHELOPLASTY,1
ASPERGILLUS TEST,1
ASPARTATE AMINOTRANSFERASE NORMAL,1
ADMINISTRATION SITE COLDNESS,1
VARICOSE VEINS SUBLINGUAL,1
PAPILLON-LEFEVRE SYNDROME,1
VOCAL CORD NODULE REMOVAL,1
URINE URIC ACID,1
URINE URIC ACID ABNORMAL,1
TRACHEAL SCARRING,1
OTOSALPINGITIS,1
BLOOD MAGNESIUM,1
BLOOD OESTROGEN,1
BLOOD OSMOLARITY ABNORMAL,1
ADJUSTMENT DISORDER WITH MIXED DISTURBANCE OF EMOTION AND CONDUCT,1
UROBILINOGEN URINE,1
PAPULOERYTHRODERMA OF OFUJI,1
OESOPHAGEAL STENT STENOSIS,1
ADIPOSIS DOLOROSA,1
TOXIC NODULAR GOITRE,1
BLOOD TESTOSTERONE NORMAL,1
BLOOD THROMBIN ABNORMAL,1
VON WILLEBRAND^S FACTOR ACTIVITY DECREASED,1
ANTIENDOMYSIAL ANTIBODY POSITIVE,1
OESOPHAGOSTOMY,1
VULVAL POLYP,1
ADCY5-RELATED DYSKINESIA,1
NICOTINIC STOMATITIS,1
ARTHROLYSIS,1
ORAL SUBMUCOSAL FIBROSIS,1
BODY SURFACE AREA,1
MYOMETRIAL THINNING,1
ADAPTIVE SERVO-VENTILATION,1
TORULOPSIS INFECTION,1
TORTUOUS OESOPHAGUS,1
ADAMTS13 INHIBITOR SCREEN ASSAY,1
BODY TEMPERATURE NORMAL,1
ANTIMICROBIAL SUSCEPTIBILITY TEST,1
BONE CALLUS EXCESSIVE,1
TOPOGRAPHY CORNEAL ABNORMAL,1
BONE CEMENT ALLERGY,1
BONE CRISIS,1
OVARIAN SERTOLI-LEYDIG CELL TUMOUR,1
ADAMTS13 ACTIVITY INCREASED,1
OESTROGENIC EFFECT,1
BONE CYST EXCISION,1
OFFICE VISIT,1
ACUTE VESTIBULAR SYNDROME,1
OIL ACNE,1
ANTIMITOCHONDRIAL ANTIBODY,1
ARTHRITIS CLIMACTERIC,1
ARTHRITIS ALLERGIC,1
VULVAL LEUKOPLAKIA,1
ADENINE PHOSPHORIBOSYL TRANSFERASE DEFICIENCY,1
BODY MODIFICATION,1
ARTHROTOMY,1
VON WILLEBRAND^S FACTOR ANTIBODY POSITIVE,1
VON WILLEBRAND^S FACTOR ANTIGEN INCREASED,1
UROGENITAL INFECTION BACTERIAL,1
BLOOD THROMBOPLASTIN,1
OVERCHELATION,1
UROGRAM,1
BLOOD TYPE INCOMPATIBILITY,1
ORBITOTOMY,1
OESOPHAGOSCOPY,1
ANTIDEPRESSANT DRUG LEVEL,1
ADENOSINE DEAMINASE ABNORMAL,1
ARTHROTOXICITY,1
BLOOD UREA NITROGEN/CREATININE RATIO,1
BLOOD URIC ACID,1
OVARIAN THECA CELL TUMOUR,1
TOTAL SPERM COUNT DECREASED,1
BLOOD ZINC INCREASED,1
ADENOID CYSTIC CARCINOMA OF SALIVARY GLAND,1
VULVAL CANCER METASTATIC,1
MYOMETRITIS,1
BLOOM SYNDROME,1
BOBBLE-HEAD DOLL SYNDROME,1
VULVAL CANCER STAGE I,1
BODY FLUID ANALYSIS,1
PARADUODENAL HERNIA,1
ADENOCARCINOMA OF SALIVARY GLAND,1
ADENOCARCINOMA GASTRIC STAGE IV,1
UROTHELIUM EROSION,1
BREAST ADENOMA,1
BREATH ALCOHOL TEST POSITIVE,1
BREAST ANGIOSARCOMA METASTATIC,1
APOLIPOPROTEIN A-I INCREASED,1
ABNORMAL INVOLUNTARY MOVEMENT SCALE,1
CAPILLARY FRAGILITY INCREASED,1
CANTHOPLASTY,1
CANDIDA RETINITIS,1
OPTIC DISC HYPERAEMIA,1
CANDIDA OSTEOMYELITIS,1
CANCER GENE CARRIER,1
CAPILLARY PERMEABILITY,1
ABNORMAL ORGAN GROWTH,1
CALYCEAL DIVERTICULUM,1
ABNORMAL ORGAN MATURATION,1
MUSCLE RELEASE,1
CALCIUM PHOSPHATE PRODUCT INCREASED,1
CALCIUM IONISED ABNORMAL,1
CAPILLARY FRAGILITY TEST,1
CAPSULAR CONTRACTURE ASSOCIATED WITH BREAST IMPLANT,1
WT1 GENE MUTATION,1
APPLICATION SITE HYPERAESTHESIA,1
NEUTRALISING ANTIBODIES NEGATIVE,1
NEUTROPHIL ENGRAFTMENT ANALYSIS,1
CARBAMOYL PHOSPHATE SYNTHETASE DEFICIENCY,1
ABIOTROPHIA DEFECTIVA ENDOCARDITIS,1
VACCINE VIRAEMIA,1
CAPSULORRHAPHY,1
ABLEPHARON MACROSTOMIA SYNDROME,1
VACUUM ASPIRATION,1
CAPSULE ENDOSCOPY,1
OVARIAN GERM CELL EMBRYONAL CARCINOMA STAGE II,1
CAPSULAR WARNING SYNDROME,1
ABNORMAL GENE CARRIER,1
THROMBOSED VARICOSE VEIN,1
CAPSULAR CONTRACTURE ASSOCIATED WITH IMPLANT,1
APOLIPOPROTEIN A-I DECREASED,1
CALCIUM INTOXICATION,1
OPIATES,1
BURSITIS INFECTIVE STAPHYLOCOCCAL,1
BYSSINOSIS,1
APOL1-MEDIATED KIDNEY DISEASE,1
THYROID CANCER STAGE I,1
ABORTION INDUCED INCOMPLETE COMPLICATED,1
THYROID CANCER STAGE II,1
THYROID CANCER STAGE IV,1
OPHTHALMOLOGIC TREATMENT,1
ABNORMAL PRECORDIAL MOVEMENT,1
UTERINE TUMOUR EXCISION,1
ABSORBABLE DEVICE ISSUE,1
BURSAL FLUID ACCUMULATION,1
VAGINAL ATRESIA,1
PARATHYROID GLAND ABSCESS,1
THYROID FUNCTION TEST,1
UV LIGHT THERAPY,1
MUSCLE STRENGTH NORMAL,1
C1 ESTERASE INHIBITOR DECREASED,1
APPLICATION SITE JOINT INFECTION,1
THYROID AGENESIS,1
CAESAREAN DELIVERY ON MATERNAL REQUEST,1
THYROGLOSSAL CYST INFECTION,1
PARATHYROID HORMONE-RELATED PROTEIN,1
THYROGLOBULIN PRESENT,1
APPLICATION SITE JOINT ERYTHEMA,1
THYROGLOBULIN DECREASED,1
APOLIPOPROTEIN A-I ABNORMAL,1
APPLICATION SITE HYPERTROPHY,1
CALCIFIC DEPOSITS REMOVAL,1
ABORTED PREGNANCY,1
ABO INCOMPATIBILITY,1
THYMOMA MALIGNANT RECURRENT,1
THROMBOEMBOLECTOMY,1
VACCINE BREAKTHROUGH INFECTION,1
BURSA CALCIFICATION,1
CARD9 DEFICIENCY,1
CARDIAC CEPHALGIA,1
THIRD TRIMESTER PREGNANCY,1
MUNCHAUSEN^S SYNDROME,1
PARECHOVIRUS INFECTION,1
VACCINATION SITE EXTRAVASATION,1
OPTIC NERVE OPERATION,1
ABDOMEN CRUSHING,1
VACCINATION SITE HAEMORRHAGE,1
XXX SYNDROME,1
VACCINATION SITE DISCOLOURATION,1
ABDOMINAL ADHESIOLYSIS,1
THORACIC OUTLET SURGERY,1
MUSCLE ENZYME ABNORMAL,1
NEUROPATHY VITAMIN B6 DEFICIENCY,1
3-HYDROXYACETYL-COENZYME A DEHYDROGENASE DEFICIENCY,1
THERMOMETRY ABNORMAL,1
CARBOHYDRATE ANTIGEN 125,1
NEUROSTIMULATOR REMOVAL,1
THERAPEUTIC SKIN CARE TOPICAL,1
17-ALPHA-HYDROXYLASE DEFICIENCY,1
CARDIAC IMAGING PROCEDURE ABNORMAL,1
OPTIC PATHWAY INJURY,1
CARDIAC IMAGING PROCEDURE,1
CARDIAC HERNIATION,1
CARDIAC GRANULOMA,1
OVARIAN FAILURE POSTOPERATIVE,1
YOLK SAC TUMOUR SITE UNSPECIFIED,1
1P36 DELETION SYNDROME,1
VACCINATION SITE INJURY,1
NEUROPSYCHOLOGICAL TEST ABNORMAL,1
CARDIAC COMPLICATION ASSOCIATED WITH DEVICE,1
APONEUROSIS CONTUSION,1
CARCINOMA IN SITU OF EYE,1
XERODERMA PIGMENTOSUM,1
MUSCLE FLAP OPERATION,1
MUSCLE INFARCTION,1
ORAL HAEMANGIOMA,1
X-RAY WITH CONTRAST UPPER GASTROINTESTINAL TRACT ABNORMAL,1
APPLICATION SITE CALCIFICATION,1
CARBOHYDRATE TOLERANCE INCREASED,1
APOLIPOPROTEIN B/APOLIPOPROTEIN A-1 RATIO,1
THROMBIN-ANTITHROMBIN III COMPLEX INCREASED,1
X-RAY WITH CONTRAST LOWER GASTROINTESTINAL TRACT,1
CARCINOID TUMOUR OF THE PROSTATE,1
ORAL HAIRY LEUKOPLAKIA,1
ABDOMINAL WALL NEOPLASM BENIGN,1
CARBOHYDRATE ANTIGEN 242 INCREASED,1
X-RAY DENTAL,1
ORAL HYPERKERATOSIS,1
CARBOHYDRATE ANTIGEN 15-3,1
CARBON DIOXIDE,1
XANTHOCHROMIA,1
XANTHOGRANULOMA,1
CARBON DIOXIDE COMBINING POWER DECREASED,1
CARBON DIOXIDE COMBINING POWER INCREASED,1
CARBOXYHAEMOGLOBIN DECREASED,1
ABDOMINAL STRANGULATED HERNIA,1
NEUROVASCULAR CONFLICT,1
VACCINATION SITE URTICARIA,1
CARCINOID TUMOUR OF THE LIVER,1
THREAT OF REDUNDANCY,1
APOLIPOPROTEIN E INCREASED,1
APOLIPOPROTEIN INCREASED,1
THOUGHT INSERTION,1
VACCINATION SITE CALCIFICATION,1
THOUGHT BROADCASTING,1
CARCINOID TUMOUR OF THE OVARY,1
WOUND INFECTION VIRAL,1
MUSCULOCUTANEOUS NERVE INJURY,1
BREAST ARCHITECTURAL DISTORTION,1
OMENTAL OEDEMA,1
ACQUIRED FACTOR VIII DEFICIENCY,1
WHITE BLOOD CELL ANALYSIS,1
BRONCHIAL ARTERY HYPERTROPHY,1
ACQUIRED FACTOR XI DEFICIENCY,1
BRONCHIAL ANASTOMOSIS COMPLICATION,1
BROMODERMA,1
UTERINE INVERSION,1
PARANEOPLASTIC THROMBOSIS,1
ACQUIRED GROWTH HORMONE RESISTANCE,1
ARGININE LEVEL DECREASED,1
BRIEF PSYCHOTIC DISORDER WITHOUT MARKED STRESSORS,1
ARGININOSUCCINATE LYASE INCREASED,1
BREVIBACTERIUM TEST POSITIVE,1
ARGON PLASMA COAGULATION,1
ACQUIRED ENAMEL HYPOPLASIA,1
ACQUIRED DIGITAL FIBROKERATOMA,1
ONCOCYTOMA,1
BRONCHIAL MUCOSA HYPERAEMIA,1
TIDAL VOLUME DECREASED,1
TIDAL VOLUME INCREASED,1
MYCOBACTERIUM TUBERCULOSIS COMPLEX TEST,1
WHITE BLOOD CELLS SEMEN POSITIVE,1
OMENTAL TORSION,1
BRONCHIAL STENT INSERTION,1
BRONCHIAL LESION EXCISION,1
TINEL^S SIGN,1
MYCOBACTERIUM TUBERCULOSIS COMPLEX TEST NEGATIVE,1
ACQUIRED CORONARY ARTERY FISTULA,1
TINEA MANUUM,1
BRONCHIAL DYSPLASIA,1
MYCOBACTERIUM ULCERANS INFECTION,1
UTERINE ISCHAEMIA,1
AORTIC EMBOLUS,1
NEURONAL NEUROPATHY,1
VAGINAL MESH REMOVAL SURGERY,1
ACQUIRED MIXED HYPERLIPIDAEMIA,1
BREAST HYPOPLASIA,1
BREAST FIBROMA,1
BREAST DYSPLASIA,1
PARANEOPLASTIC ARTHRITIS,1
WEIGHT NORMAL,1
BREAST DISCHARGE INFECTED,1
BREAST CYST DRAINAGE,1
PARANEOPLASTIC RASH,1
NEURONAL CEROID LIPOFUSCINOSIS,1
ORAL SOFT TISSUE BIOPSY,1
NEWBORN HEAD MOULDING,1
BREAST CAPSULECTOMY,1
TONGUE INDURATION,1
AORTIC BYPASS,1
BREAST MALFORMATION,1
BREAST MILK DISCOLOURATION,1
BREAST PROCEDURAL COMPLICATION,1
WEIL^S DISEASE,1
BREAST PROLIFERATIVE CHANGES,1
TONGUE CYST,1
MYELOCYTE PERCENTAGE DECREASED,1
WERNER^S SYNDROME,1
ACQUIRED LARYNGOCELE,1
BREAST RADIAL SCAR,1
BREATH ALCOHOL TEST,1
TRACHEOSTOMY TUBE REMOVAL,1
AORTIC ELONGATION,1
BREATH SOUNDS NORMAL,1
MYELOBLAST PRESENT,1
ARID1A GENE MUTATION,1
MYELOBLAST COUNT INCREASED,1
VAGINAL HAEMATOMA,1
BRONCHIAL VARICES,1
OVARIAN GERM CELL ENDODERMAL SINUS TUMOUR STAGE II,1
OPHTHALMIC CYSTICERCOSIS,1
PARASITE STOOL TEST POSITIVE,1
ACCIDENTAL EXPOSURE TO PRODUCT PACKAGING BY CHILD,1
BURKHOLDERIA TEST POSITIVE,1
THYROID SIZE DECREASED,1
THYROID STIMULATING HORMONE DEFICIENCY,1
PARASITE BLOOD TEST POSITIVE,1
APHERESIS RELATED COMPLICATION,1
NEUROPATHIC ULCER,1
THYROID THERAPY,1
AQUEOUS FIBRIN,1
AQUEOUS HUMOUR LEAKAGE,1
ACHLORHYDRIA,1
UTERINE OBSTRUCTION,1
BUCCAL POLYP,1
ACCIDENTAL DEVICE INGESTION,1
ACCESSORY AURICLE,1
WHITE BLOOD CELLS URINE NEGATIVE,1
MUSCULOSKELETAL COMPLICATION ASSOCIATED WITH DEVICE,1
PARATHYROID CYST,1
MUSCULOSKELETAL CANCER,1
UTERINE STENOSIS,1
ACALCULIA,1
BURN OEDEMA,1
APPLICATION SITE MOVEMENT IMPAIRMENT,1
THYROID HORMONES TEST,1
VAGINAL CELLULITIS,1
NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN INCREASED,1
BURKITT^S LYMPHOMA REFRACTORY,1
APITUITARISM,1
VAGINAL CANCER RECURRENT,1
VAGINAL CANCER STAGE IVA,1
THYROID NEOPLASM REMOVAL,1
BUBONIC PLAGUE,1
UTERINE NECROSIS,1
THYROIDITIS FIBROUS CHRONIC,1
UTERINE LEIOMYOMA NECROSIS,1
AORTICOPULMONARY SEPTAL DEFECT,1
UTERINE LEIOMYOMA PROLAPSE,1
BRONCHITIS MYCOPLASMAL,1
WINGED SCAPULA,1
WILMS^ TUMOUR GENE OVEREXPRESSION,1
ACQUIRED ANTITHROMBIN III DEFICIENCY,1
BRONCHITIS MORAXELLA,1
BRUNNER^S GLAND HYPERPLASIA,1
BRONCHITIS HAEMOPHILUS,1
ACQUIRED BLASCHKOID DERMATITIS,1
OVARIAN HYPERFUNCTION,1
TICK PARALYSIS,1
MYCOBACTERIAL DISEASE CARRIER,1
NEURONOPHAGIA,1
WISKOTT-ALDRICH SYNDROME,1
ARBOVIRUS TEST POSITIVE,1
THYROXINE FREE,1
VAGINAL EROSION,1
OPEN REDUCTION OF FRACTURE,1
BRONCHOALVEOLAR LAVAGE,1
ACNE INFANTILE,1
UTERINE MYOMA EXPULSION,1
NEUTROPHIL/LYMPHOCYTE RATIO INCREASED,1
THYROXINE,1
ACNE COSMETICA,1
OPHTHALMIA NEONATORUM,1
BRONCHUS COMPRESSION,1
WITNESS OF DEATH,1
ACID PEPTIC DISEASE,1
WOLFF-PARKINSON-WHITE SYNDROME CONGENITAL,1
WOMAN OF NON-CHILDBEARING POTENTIAL,1
BLOOD IMMUNOGLOBULIN D INCREASED,1
TRANSFUSION WITH INCOMPATIBLE BLOOD,1
BLOOD IMMUNOGLOBULIN D DECREASED,1
AMYLASE,1
VERTIGO LABYRINTHINE,1
BILE DUCT RESECTION,1
BILE DUCT RECONSTRUCTION,1
URINARY BLADDER TOXICITY,1
